"AOSNUMBER","City","County","State","Agency","Type of LEA","Summary","Type of Juris","Technology","Vendor","Link 1","Link 1 Snapshot","Link 1 Source","Link 1 Type","Link 1 Date","Link 2","Link 2 Snapshot","Link 2 Source","Link 2 Type","Link 2 Date","Link 3","Link 3 Snapshot","Link 3 Source","Link 3 Type","Link 3 Date","Other Links"
"AOS006841","Tyler","Smith County","TX","Tyler Police Department","Police","The Tyler Police Department has used body-worn cameras since 2014. In 2018, the Tyler City Council approved $120,000 for 73 Axon body-worn cameras and re-upped the contract in 2022.","Municipal","Body-worn Cameras","Axon","https://tylerpaper.com/news/local/tyler-city-council-approves-spending-on-police-body-cameras-other/article_8fcd9c9c-c758-11e8-a6ef-bf717b027d75.html","","Tyler Morning Telegraph","","10/03/2018","https://www.kpvi.com/news/national_news/tyler-council-approves-2-6m-contract-for-new-police-equipment/article_7f3d1725-b9a9-5d8d-b0f1-33dbda70ae1e.html","","KPVI","","9/28/2022","","","","","",""
"AOS006842","La Junta","Otero County","CO","Otero County Sheriff's Office","Sheriff","The Otero County Sheriff's Office has used body-worn cameras since 2017.","County","Body-worn Cameras","","https://www.kktv.com/content/news/Call-for-Action-What-law-enforcement-agencies-utilize-body-cameras-456284013.html","","KKTV 11","","11/09/2017","","","","","","","","","","",""
"AOS006843","The Village","Oklahoma County","OK","The Village Police Department","Police","The Village Police Department received a $8,000 grant in 2014 to purchase 20 body-worn cameras. The agency received an additional $10,000 grant for body-worn cameras in 2019.","Municipal","Body-worn Cameras","Axon","https://www.ok.gov/dac/documents/14%20JAG-LLE%20Congressional%20Award.pdf","","Oklahoma District Attorneys Council","","2014","http://www.thevillageok.org/wp-content/uploads/2019/03/Council-Minutes-02-18-2019.pdf","","The Village's City Council","","02/18/2019","https://www.documentcloud.org/documents/6953136-Oklahoma-DAC-14-JAG-LLE-Congressional-Award.html","","Oklahoma District Attorneys Council","","2014",""
"AOS006844","Medford","Jackson County","OR","Medford Police Department","Police","The Medford Police Department received approval for a five-year $370,000 contract with Axon to outfit all 35 Medford Police patrol vehicles with new Fleet 3 Flock Safety automated license plate readers with ALPRing enabled in 2023.","Municipal","Automated License Plate Readers","PIPS","https://ktvl.com/news/ripple-effect/ripple-effect-medford-police-upgrades-patrol-cameras-as-vehicle-thefts-spike-technology-axon-contract-safety-crime-axon-jackson-county-automatic-license-plate-recognition-city-council-rebecca-pietila-kevin-stine","","KTVL","","1/23/2023","","","","","","","","","","",""
"AOS006845","Windsor","Isle of Wight County","VA","Isle of Wight County Sheriff's Office","Sheriff","The Isle of Wight County Sheriff’s Office has used body-worn cameras since 2015.","County","Body-worn Cameras","Axon","https://acluva.org/sites/default/files/wp-content/uploads/2015/09/2015IsleofWightCountySOPolicy.pdf","","Isle of Wight County Sheriff's Office Policy","","01/21/2015","https://www.youtube.com/watch?v=g3TtRTgV4yM","","WAVY TV 10's Youtube","","02/14/2018","","","","","",""
"AOS006846","Portland","Multnomah County","OR","Portland Police Bureau","Police","The Portland Police Bureau has been using automatic license plate readers since 2008.","Municipal","Automated License Plate Readers","","https://www.portlandoregon.gov/police/article/525789","","Directives Manual/Automatic License Plate Reader (ALPR) policies","","","https://www.bendbulletin.com/localstate/oregon-mulling-limits-on-license-plate-reading-surveillance-cameras/article_236e5642-90ae-5774-adf3-502f4ce8b736.html","","The Bulletin","","11/28/2014","https://www.wweek.com/news/2015/12/16/somebodys-watching-you/","","Willamette Week","","12/15/2015",""
"AOS006847","Plainview","Hale County","TX","Plainview Independent School District Police Department","Police","The Plainview Independent School District Police Department uses body-worn cameras.","School District","Body-worn Cameras","","https://www.plainviewisd.org/domain/415","","Plainview ISD","","07/2019","","","","","","","","","","",""
"AOS006848","Pocatello","Bannock County","ID","Bannock County Sheriff's Office","Sheriff","The Bannock County Sheriff's Office started using body-worn cameras in 2011.","County","Body-worn Cameras","","https://www.kpvi.com/news/local_news/bannock-county-talks-body-camera-policy/article_db386ce8-2063-11e9-ab8c-3bfedb9a6d8c.html","","KPVI News","","01/24/2019","https://www.idahostatejournal.com/members/long-eye-of-the-law-police-add-body-cams-to-arsenal/article_e07c880c-3ef3-11e4-a7cb-8b6dccd37b25.html","","Idaho State Journal","","09/17/2014","","","","","",""
"AOS006849","Ellisville","St. Louis County","MO","Ellisville Police Department","Police","The Ellisville Police Department uses Axon body-worn cameras.","Municipal","Body-worn Cameras","Axon","https://www.ellisville.mo.us/ArchiveCenter/ViewFile/Item/81","","Ellisville Police Archive","","2017","","","","","","","","","","",""
"AOS006850","Farmers Branch","Dallas County","TX","Farmers Branch Police Department","Police","The Farmers Branch Police Deparmtent installed six automated license plate readers in 2018.","Municipal","Automated License Plate Readers","","https://www.farmersbranchtx.gov/DocumentCenter/View/7352/2018-19-Fiscal-Year-Adopted-Budget?bidId=","","Farmers Branch Budget cover 2018-19","","07/10/1905","","","","","","","","","","",""
"AOS006851","Grove City","Franklin County","OH","Grove City Police Department","Police","The Grove City Police Department uses automated license plate readers.","Municipal","Automated License Plate Readers","","http://search-prod.lis.state.oh.us/cm_pub_api/api/unwrap/chamber/133rd_ga/ready_for_publication/committee_docs/cmte_s_trans_1/testimony/cmte_s_trans_1_2019-12-11-1000_1118/sgtforneysb179.pdf","","Sergeant Richard Forney testimony","","","https://www.dispatch.com/news/20190729/law-enforcement-organizations-support-new-bill-to-save-ohios-front-license-plate","","The Columbus Dispatch","","07/29/2019","","","","","",""
"AOS006853","Pagosa Springs","Archuleta County","CO","Archuleta County Sheriff's Office","Sheriff","In 2017, the Archuleta County’s Sheriff’s Office spent $2,500 on body-worn cameras. In 2020, it budgeted an additional $60,000 for body-worn cameras.","County","Body-worn Cameras","Wolfcom","https://www.archuletacounty.org/ArchiveCenter/ViewFile/Item/303","","Archuleta County Annual Budget 2020","","01/24/2020","http://archives.etypeservices.com/Pagosa1/Magazine168660/Publication/Magazine168660.pdf","","The Pagosa Springs Sun","","05/18/2017","","","","","",""
"AOS006854","Stafford","Fort Bend County","TX","Fort Bend Independent School District Police Department","Police","The Fort Bend Independent School District Police Department paid $245,000 for 57 Axon body-worn cameras in November 2016.","School District","Body-worn Cameras","Axon","https://www.khou.com/article/news/investigations/transparency/fort-bend-isd-police-implement-body-camera-program/285-358291016","","KHOU 11","","11/30/2016","","","","","","","","","","",""
"AOS006855","White Plains","Westchester County","NY","Greenburgh Police Department","Police","The Greenburgh Police Department received a $22,500 state grant for automated license plate readers in 2014. The agency began using automated license plate readers in 2007.","Municipal","Automated License Plate Readers","ELSAG","https://www.aclu.org/files/FilesPDFs/ALPR/new-york/alprpra_greenburghpolicedepartment_greenburghny_1.pdf","","ACLU's New York FOIL request","","08/31/2012","https://www.lohud.com/story/news/politics/albany-watch/2014/04/15/greenburgh-gets-state-grant-license-plate-reader/7748857/","","The Journal News","","04/15/2014","https://www.nyclu.org/en/automatic-license-plate-readers","","NYCLU","","",""
"AOS006856","Bridgeton","Cumberland County","NJ","Cumberland County Sheriff's Office","Sheriff","The Cumberland County Sheriff’s Office has 33 body-worn cameras, according to a 2020 survey from New Jersey Attorney General's Office.","County","Body-worn Cameras","Axon","https://www.nj.gov/oag/newsreleases20/2020-BWC-Survey_FULL.pdf","","New Jersey Attorney General's Office","","2020","https://www.ccsdnj.org/body-worn-camera.html","","Cumberland County Sheriff's Office website","","","","","","","",""
"AOS006857","Brookings","Brookings County","SD","Brookings County Sheriff's Office","Sheriff","The Brookings County Sheriff’s Office received $5,000 in funding from the South Dakota Attorney General for body-worn cameras in 2015.","County","Body-worn Cameras","","https://atg.sd.gov/OurOffice/Media/pressreleasesdetail.aspx?id=1293","","South Dakota Attorney General's Office","","01/22/2015","","","","","","","","","","",""
"AOS006858","Santa Cruz","Santa Cruz County","CA","Santa Cruz Police Department","Police","The Santa Cruz Police Department has used body-worn cameras since 2018. Police officers, community service officers, and park rangers wear BWCs.","Municipal","Body-worn Cameras","Axon","http://www.cityofsantacruz.com/government/city-departments/police/community-policing/body-worn-cameras","","City of Santa Cruz","","","http://www.cityofsantacruz.com/home/showdocument?id=61195","","Santa Cruz Police and the 21st Century Policing","","12/13/2016","","","","","",""
"AOS006860","Montclair","Essex County","NJ","Montclair Police Department","Police","The Montclair Police Department to purchased a Vintra FulrumAI video analytics system in 2019.","Municipal","Video Analytics","Vintra","https://www.montclairnjusa.org/UserFiles/Servers/Server_5276204/File/Government/Mayor%20&%20Township%20Council/2019%20Meeting%20Agendas/03-19-19/R-19-064.pdf","","City of Montclair","","02/28/2019","","","","","","","","","","",""
"AOS006861","Chino","San Bernardino County","CA","Chino Police Department","Police","The Chino Police Department uses Vintra video analytics software.","Municipal","Video Analytics","Vintra","https://www.cityofchino.org/UserFiles/Servers/Server_10382578/File/City%20Hall/City%20Finances/FY%202019-2020%20Budget/Police%20Department%20Section.pdf","","City of Chino","","2019","","","","","","","","","","",""
"AOS006862","West Trenton","Mercer County","NJ","New Jersey State Police","State Police/Highway Patrol","The New Jersey State Police uses Vigilant Solutions' FaceSearch face recognition software.","Statewide","Face Recognition","Vigilant Solutions","https://it.ojp.gov/documents/GlobalAdvisoryCommitteeMeetingSummary10-8-19.pdf","","Global Justice Information Sharing Initiative","","10/8/2019","","","","","","","","","","",""
"AOS006863","Wylie","Collin County, Dallas County, Rockwall County","TX","Wylie Police Department","Police","The Wylie Police Department included Vigilant Solutions FaceSearch face recognition software in its 2021 budget.","Municipal","Face Recognition","Vigilant Solutions","https://www.wylietexas.gov/Departments/Finance/Budget/Line%20Item%20Detail%20for%20all%20Funds.pdf","","City of Wylie","","2020","","","","","","","","","","",""
"AOS006863","Wylie","Collin County, Dallas County, Rockwall County","TX","Wylie Police Department","Police","The Wylie Police Department included Vigilant Solutions FaceSearch face recognition software in its 2021 budget.","Municipal","Face Recognition","Vigilant Solutions","https://www.wylietexas.gov/Departments/Finance/Budget/Line%20Item%20Detail%20for%20all%20Funds.pdf","","City of Wylie","","2020","","","","","","","","","","",""
"AOS006863","Wylie","Collin County, Dallas County, Rockwall County","TX","Wylie Police Department","Police","The Wylie Police Department included Vigilant Solutions FaceSearch face recognition software in its 2021 budget.","Municipal","Face Recognition","Vigilant Solutions","https://www.wylietexas.gov/Departments/Finance/Budget/Line%20Item%20Detail%20for%20all%20Funds.pdf","","City of Wylie","","2020","","","","","","","","","","",""
"AOS006864","Indianapolis","Marion County","IN","Indiana Intelligence Fusion Center","Fusion Center","The Indiana Intelligence Fusion Center uses Vigilant Solutions' face recognition technology.","Statewide","Face Recognition","Vigilant Solutions","https://www.policeone.com/police-products/investigation/articles/how-facial-recognition-solves-cases-in-indiana-xvFxl4AYhruTv3oj/","","Police One","","6/29/2018","","","","","","","","","","",""
"AOS006865","Wichita Falls","Wichita County","TX","Wichita Falls Police Department","Police","The Wichita Falls Police Department purchased Vigilant Solutions face recognition technology in 2017.","Municipal","Face Recognition","Vigilant Solutions","https://www.newschannel6now.com/story/36787895/facial-recognition-technology-a-tap-away-for-wfpd/","","News Channel 6","","11/7/2017","","","","","","","","","","",""
"AOS006866","Burr Ridge","DuPage County","IL","Burr Ridge Police Department","Police","The Burr Ridge Police Department acquired Vigilant Solutions face recognition software in 2016, as part of its automated license plate reader contract.","Municipal","Face Recognition","Vigilant Solutions","https://www.burr-ridge.gov/wp-content/uploads/sp-client-document-manager/8/minutes-2016-04-11.pdf","","Burr Ridge","","4/11/2016","http://www.burr-ridge.gov/wp-content/uploads/sp-client-document-manager/3/mtg-packet-2018-07-23.pdf","","Burr Ridge","","7/23/2018","","","","","",""
"AOS006867","Montgomery","Montgomery County","AL","Alabama Motor Vehicle Division","DMV","Alabama’s Motor Vehicle Division responds to face recognition requests from FBI’s FACE Services.","Statewide","Face Recognition","","https://whohasyourface.eff.org/resources/","","Electronic Frontier Foundation","","03/19/2020","https://www.gao.gov/assets/700/699489.pdf","","Government Accountability Office","","06/04/2019","","","","","",""
"AOS006868","Anchorage","Anchorage Borough","AK","Alaska Division of Motor Vehicles","DMV","The Alaska Division of Motor Vehicles responds to face recognition requests from various law enforcement agencies as well as federal agencies such as Immigration and Customs Enforcement, and other state transportation departments","Statewide","Face Recognition","","https://whohasyourface.eff.org/resources/","","Electronic Frontier Foundation","","03/19/2020","","","","","","","","","","",""
"AOS006869","Phoenix","Maricopa County","AZ","Arizona Department of Transportation","DMV","The Arizona Department of Transportation's Division of Motor Vehicles responds to external face recognition requests from law enforcement agencies and non-criminal justice agencies. A list of agency requests made during 2017 includes FBI FACE Services Unit, the Reno Police Department, the Colorado Department of Revenue, and the Rocky Mountain High-Intensity Drug Trafficking Area.","Statewide","Face Recognition","","https://whohasyourface.eff.org/resources/","","Electronic Frontier Foundation","","03/19/2020","https://www.gao.gov/assets/700/699489.pdf","","Government Accountability Office","","06/04/2019","","","","","",""
"AOS006870","Little Rock","Pulaski County","AR","Arkansas Department of Finance and Administration","DMV","The Arkansas Department of Finance and Administration responds to face recognition requests from FBI’s FACE Services.","Statewide","Face Recognition","","https://whohasyourface.eff.org/resources/","","Electronic Frontier Foundation","","03/19/2020","https://www.gao.gov/assets/700/699489.pdf","","Government Accountability Office","","06/04/2019","","","","","",""
"AOS006871","Pagosa Springs","Archuleta County","CO","Colorado Division of Motor Vehicles","DMV","Colorado’s Division of Motor Vehicles responds to face recognition requests from law enforcement for cases “which include national security violations, homicide, kidnapping, sexual assault, robbery, aggravated assault, threats of bodily harm, extortion or threat to injure a person, sex offenses, cruelty toward children or spouse, resisting an officer and weapons.”","Statewide","Face Recognition","","https://whohasyourface.eff.org/resources/","","Electronic Frontier Foundation","","03/19/2020","https://www.gao.gov/assets/700/699489.pdf","","Government Accountability Office","","06/04/2019","","","","","",""
"AOS006872","New Castle","New Castle County","DE","Delaware Division of Motor Vehicles","DMV","Delaware’s Department of Transportation (DelDOT) responds to face recognition requests from FBI’s FACE Services. DelDOT also responds to requests from law enforcement that are sent via DIAC, the Delaware Information and Analysis Center, or that are sent with a case number.","Statewide","Face Recognition","","https://whohasyourface.eff.org/resources/","","Electronic Frontier Foundation","","03/19/2020","https://www.gao.gov/assets/700/699489.pdf","","Government Accountability Office","","06/04/2019","","","","","",""
"AOS006873","Tallahassee","Leon County","FL","Florida Department of Highway Safety and Motor Vehicles","DMV","Florida’s Department of Highway Safety and Motor Vehicles has access to the oldest face recognition program in the country, Face Analysis Comparison and Examination System (FACES), which includes 19 million driver’s licence photos (as of 2015) shared with 273 partner agencies (as of 2019), including 17 federal agencies (including FBI FACE Services Unit, ICE, CBP, and IRS), as well as university police and many other state and federal agencies.","Statewide","Face Recognition","","https://whohasyourface.eff.org/resources/","","Electronic Frontier Foundation","","03/19/2020","","","","","","","","","","",""
"AOS006874","Conyers","Rockdale County","GA","Georgia Department of Driver Services","DMV","According to the Deputy Director of the Georgia State Senate Research Office, Georgia’s Department of Driver’s Services uses face recognition when “requested by a law enforcement agency, including the FBI, [to search] its database on behalf of the law enforcement agency conducting a criminal investigation,” but no one outside of the Department is granted direct access to the database.","Statewide","Face Recognition","","https://whohasyourface.eff.org/resources/","","Electronic Frontier Foundation","","03/19/2020","https://www.nbcnews.com/news/us-news/georgia-driver-s-license-office-sharing-information-ice-records-show-n1160601","","NBC ews","","3/18/2020","","","","","",""
"AOS006875","Springfield","Sangamon County","IL","Illinois Department of Motor Vehicles","DMV","The Illinois Department of Motor Vehicles responds to face recognition requests from FBI’s FACE Services Unit and the Illinois State Police.","Statewide","Face Recognition","","https://whohasyourface.eff.org/resources/","","Electronic Frontier Foundation","","03/19/2020","https://www.gao.gov/assets/700/699489.pdf","","Government Accountability Office","","06/04/2019","","","","","",""
"AOS006876","Indianapolis","Marion County","IN","Indiana Bureau of Motor Vehicles","DMV","The Indiana Bureau of Motor Vehicles responds to face recognition requests from FBI’s FACE Services Unit.","Statewide","Face Recognition","","https://whohasyourface.eff.org/resources/","","Electronic Frontier Foundation","","03/19/2020","https://www.gao.gov/assets/700/699489.pdf","","Government Accountability Office","","06/04/2019","","","","","",""
"AOS006877","Ames","Story County","IA","Iowa Department of Transportation","DMV","The Iowa Department of Transportation responds to face recognition requests from the FBI’s FACE Services.","Statewide","Face Recognition","","https://whohasyourface.eff.org/resources/","","Electronic Frontier Foundation","","03/19/2020","https://www.gao.gov/assets/700/699489.pdf","","Government Accountability Office","","06/04/2019","","","","","",""
"AOS006878","Wichita","Sedgwick County","KS","Kansas Department of Revenue Division of Vehicles","DMV","The Kansas Department of Revenue’s Division of Vehicles Office of Special Investigation uses face recognition and responds to external law enforcement agency face recognition requests on a case-by-case basis.","Statewide","Face Recognition","","https://whohasyourface.eff.org/resources/","","Electronic Frontier Foundation","","03/19/2020","","","","","","","","","","",""
"AOS006879","Frankfort","Franklin County","KY","Kentucky Transportation Cabinet","DMV","The Kentucky Department of Motor Vehicles responds to face recognition requests from FBI’s FACE Services Unit","Statewide","Face Recognition","","https://whohasyourface.eff.org/resources/","","Electronic Frontier Foundation","","03/19/2020","https://www.gao.gov/assets/700/699489.pdf","","Government Accountability Office","","06/04/2019","","","","","",""
"AOS006880","Rumford","Oxford County","ME","Maine Bureau of Motor Vehicles","DMV","Maine’s Bureau of Motor Vehicles has stated that it will respond to face recognition inquiries from FBI and Immigration and Customs Enforcement, with the approval of the Secretary of State’s Division of Enforcement. It will also “cooperate with Maine law enforcement agencies,” as long as the request is “justified.”","Statewide","Face Recognition","","https://whohasyourface.eff.org/resources/","","Electronic Frontier Foundation","","03/19/2020","","","","","","","","","","",""
"AOS006881","Glen Burnie","Anne Arundel County","MD","Maryland Motor Vehicle Administration","DMV","Maryland's Motor Vehicle Administration's face recognition database is directly accessible by the FBI. Immigration and Customs Enforcement agents can also access the database.","Statewide","Face Recognition","","https://whohasyourface.eff.org/resources/","","Electronic Frontier Foundation","","03/19/2020","https://www.gao.gov/assets/700/699489.pdf","","Government Accountability Office","","06/04/2019","","","","","",""
"AOS006882","Boston","Suffolk County","MA","Massachusetts Department of Transportation","DMV","The Massachusetts Department of Transportation responds to face recognition requests from law enforcement on specific case by case queries related to criminal investigations.","Statewide","Face Recognition","","https://whohasyourface.eff.org/resources/","","Electronic Frontier Foundation","","03/19/2020","","","","","","","","","","",""
"AOS006883","Dimondale","Eaton County","MI","Michigan State Police","State Police/Highway Patrol","The Michigan State Police runs the Statewide Network of Agency Photos (SNAP), a database of 4 million mug shots and 41 million driver’s license and ID photos from the Michigan Department of State. The state also has an almost $15 million contract with Idemia through June 13, 2027 for use of the Automated Biometric Identification System.","Statewide","Face Recognition","Idemia","https://www.michigan.gov/dtmb/-/media/Project/Websites/dtmb/Procurement/Contracts/002/7700122.pdf","","State of Michigan","","4/28/2023","https://whohasyourface.eff.org/resources/","","whohasyourface.eff.org","","",";","","","","",""
"AOS006884","St. Paul","Ramsey County","MN","Minnesota Department of Public Safety","State Police/Highway Patrol","Minnesota Department of Public Safety Driver and Vehicle Services uses face recognition but does not run external face recognition searches.","Statewide","Face Recognition","","https://whohasyourface.eff.org/resources/","","Electronic Frontier Foundation","","03/19/2020","","","","","","","","","","",""
"AOS006885","Helena","Lewis and Clark County","MT","Montana Motor Vehicle Division","DMV","Montana’s Motor Vehicle Division uses face recognition, but as recently as 2017 did not allow state, local or federal law enforcement to access its face recognition database.","Statewide","Face Recognition","","https://whohasyourface.eff.org/resources/","","Electronic Frontier Foundation","","03/19/2020","","","","","","","","","","",""
"AOS006886","Lincoln","Lancaster County","NE","Nebraska Department of Motor Vehicles","DMV","Nebraska’s Department of Motor Vehicles responds to face recognition requests from FBI’s FACE Services Unit, and offers access to some employees of the Nebraska State Patrol, the Lincoln Police Department, and the Omaha Police Department. Nebraska will also respond to requests from federal, state, or local law enforcement involving a criminal matter or ongoing investigation.","Statewide","Face Recognition","","https://whohasyourface.eff.org/resources/","","Electronic Frontier Foundation","","03/19/2020","https://www.gao.gov/assets/700/699489.pdf","","Government Accountability Office","","06/04/2019","","","","","",""
"AOS006887","Carson City","","NV","Nevada Department of Motor Vehicles","DMV","The Nevada Department of Motor Vehicles responds to face recognition requests from out of state law enforcement agencies and other criminal agencies via the Nevada Threat Analysis Center.","Statewide","Face Recognition","","https://whohasyourface.eff.org/resources/","","Electronic Frontier Foundation","","03/19/2020","","","","","","","","","","",""
"AOS006888","Trenton","Mercer County","NJ","New Jersey Motor Vehicle Commission","DMV","New Jersey’s Motor Vehicle Commission responds to face recognition requests from courts or law enforcement agencies, including federal agencies and local and state police, and shares access to its photo database with the New York State Department of Motor Vehicles as part of its Interstate Fraud Prevention Initiative to prevent fraud in the Commercial Driver’s License issuing process.","Statewide","Face Recognition","","https://whohasyourface.eff.org/resources/","","Electronic Frontier Foundation","","03/19/2020","https://www.muckrock.com/foi/new-jersey-229/law-enforcement-agencies-accessing-the-new-jersey-motor-vehicle-commissions-face-recognition-system-140383/#","","New Jersey Motor Vehicle Commission","","8/9/2024","","","","","",""
"AOS006889","Santa Fe","Santa Fe County","NM","New Mexico Motor Vehicle Division","DMV","New Mexico’s Motor Vehicle Division (MVD) responds to face recognition requests from FBI’s FACE Services.","Statewide","Face Recognition","","https://whohasyourface.eff.org/resources/","","Electronic Frontier Foundation","","03/19/2020","https://www.gao.gov/assets/700/699489.pdf","","Government Accountability Office","","06/04/2019","","","","","",""
"AOS006890","Albany","Albany County","NY","New York Department of Motor Vehicles","DMV","The New York State Department of Motor Vehicles uses face recognition but does “not permit any local, state or federal police department or government agency, including ICE, to access its photo database for face recognition purposes.” The DMV does have agreements to share data with the Connecticut, Maryland, and New Jersey Departments of Motor Vehicles, for the purpose of preventing fraud in the Commercial Driver’s License issuing process.","Statewide","Face Recognition","","https://whohasyourface.eff.org/resources/","","Electronic Frontier Foundation","","03/19/2020","","","","","","","","","","",""
"AOS006891","Raleigh","Wake County","NC","North Carolina Division of Motor Vehicles","DMV","North Carolina’s Division of Motor Vehicles responds to face recognition requests from FBI’s FACE Services.","Statewide","Face Recognition","","https://whohasyourface.eff.org/resources/","","Electronic Frontier Foundation","","03/19/2020","https://www.gao.gov/assets/700/699489.pdf","","Government Accountability Office","","06/04/2019","","","","","",""
"AOS006892","Bismarck","Burleigh County","ND","North Dakota Department of Transportation","DMV","North Dakota’s Department of Transportation uses face recogntion and shares access to its photo repository with the North Dakota Bureau of Criminal Investigation, which is the single access point for all requests from law enforcement.","Statewide","Face Recognition","","https://whohasyourface.eff.org/resources/","","Electronic Frontier Foundation","","03/19/2020","https://www.gao.gov/assets/700/699489.pdf","","Government Accountability Office","","06/04/2019","","","","","",""
"AOS006893","Columbus","Franklin County","OH","Ohio Bureau of Motor Vehicles","DMV","The Ohio Bureau of Motor Vehicles (BMV) shared access to driver's license photos with law enforcement and federal government agencies for face recognition purposes until access was paused in late 2019. However, as of September 2019, the images are still shared with the Ohio Bureau of Criminal Investigation, which can search on behalf of other agencies.","Statewide","Face Recognition","","https://whohasyourface.eff.org/resources/","","Electronic Frontier Foundation","","03/19/2020","","","","","","","","","","",""
"AOS006894","Salem","Marion County, Polk County","OR","Oregon Driver and Motor Vehicle Services","DMV","Oregon Driver and Motor Vehicle Services has a face recognition system, but does not allow external entities to use it.","Statewide","Face Recognition","","https://whohasyourface.eff.org/resources/","","Electronic Frontier Foundation","","03/19/2020","","","","","","","","","","",""
"AOS006894","Salem","Marion County, Polk County","OR","Oregon Driver and Motor Vehicle Services","DMV","Oregon Driver and Motor Vehicle Services has a face recognition system, but does not allow external entities to use it.","Statewide","Face Recognition","","https://whohasyourface.eff.org/resources/","","Electronic Frontier Foundation","","03/19/2020","","","","","","","","","","",""
"AOS006895","Harrisburg","Dauphin County","PA","Pennsylvania Department of Transportation","DMV","The Pennsylvania Department of Transportation shares access to its photo repository via the Pennsylvania Justice Network, which is open “to any municipal, county, state or federal law enforcement agency” in the state. A variety of federal agencies also have access, including FBI and the Department of Homeland Security.","Statewide","Face Recognition","","https://whohasyourface.eff.org/resources/","","Electronic Frontier Foundation","","03/19/2020","https://www.gao.gov/assets/700/699489.pdf","","Government Accountability Office","","06/04/2019","","","","","",""
"AOS006896","Columbia","Richland County, Lexington County","SC","South Carolina Law Enforcement Division","DMV","The South Carolina Law Enforcement Division maintains a database containing driver’s license photos, mugshots, and probation photos, and responds to FBI queries to search this database. However, some local law enforcement agencies can reportedly run direct queries through a separate face recognition system.","Statewide","Face Recognition","","https://whohasyourface.eff.org/resources/","","Electronic Frontier Foundation","","03/19/2020","https://www.gao.gov/assets/700/699489.pdf","","Government Accountability Office","","06/04/2019","https://cdn.MuckRock.com/foia_files/2020/11/04/Facial_Recognition_MOU.pdf","","South Carolina Law Enforcement Division","","",""
"AOS006896","Columbia","Richland County, Lexington County","SC","South Carolina Law Enforcement Division","DMV","The South Carolina Law Enforcement Division maintains a database containing driver’s license photos, mugshots, and probation photos, and responds to FBI queries to search this database. However, some local law enforcement agencies can reportedly run direct queries through a separate face recognition system.","Statewide","Face Recognition","","https://whohasyourface.eff.org/resources/","","Electronic Frontier Foundation","","03/19/2020","https://www.gao.gov/assets/700/699489.pdf","","Government Accountability Office","","06/04/2019","https://cdn.MuckRock.com/foia_files/2020/11/04/Facial_Recognition_MOU.pdf","","South Carolina Law Enforcement Division","","",""
"AOS006897","Pierre","Hughes County","SD","South Dakota Department of Public Safety","DMV","The South Dakota Department of Public Safety responds to face recognition requests through the South Dakota Fusion Center, which may be submitted by law enforcement and government agencies.","Statewide","Face Recognition","","https://whohasyourface.eff.org/resources/","","Electronic Frontier Foundation","","03/19/2020","","","","","","","","","","",""
"AOS006898","Nashville","Davidson County","TN","Tennessee Division of Motor Vehicles","DMV","The Tennessee Division of Motor Vehicles responds to face recognition requests from FBI FACE Services Unit.","Statewide","Face Recognition","","https://whohasyourface.eff.org/resources/","","Electronic Frontier Foundation","","03/19/2020","https://www.gao.gov/assets/700/699489.pdf","","Government Accountability Office","","06/04/2019","","","","","",""
"AOS006899","Austin","Travis County","TX","Texas Department of Public Safety","State Police/Highway Patrol","The Texas Department of Public Safety (DPS) maintains the Texas Department of Motor Vehicles photo repository, which includes a face recognition system established by state statute. The statute also requires that DPS use the face recognition system to aid law enforcement agencies in conducting criminal investigations. The DPS also has an agreement to respond to face recognition requests from FBI’s FACE Services.","Statewide","Face Recognition","","https://whohasyourface.eff.org/resources/","","Electronic Frontier Foundation","","03/19/2020","https://www.gao.gov/assets/700/699489.pdf","","Government Accountability Office","","06/04/2019","","","","","",""
"AOS006900","Salt Lake City","Salt Lake County","UT","Utah Department of Public Safety","State Police/Highway Patrol","The Utah Department of Public Safety (DPS) responds to requests from the FBI, law enforcement, and other government agencies that can provide an official case or report number in order to run face recognition queries on their repository, which consists of mugshots, corrections photos, and drivers licenses. A list of agency requests made during 2017 includes Immigration and Customs Enforcement, the Department of Homeland Security, various state Fusion Centers, state Secret Service agencies, and the United States Office of National Drug Control Policy.","Statewide","Face Recognition","","https://whohasyourface.eff.org/resources/","","Electronic Frontier Foundation","","03/19/2020","https://www.gao.gov/assets/700/699489.pdf","","Government Accountability Office","","06/04/2019","","","","","",""
"AOS006901","Seattle","King County","WA","Washington Department of Licensing","DMV","The Washington State Department of Licensing (DOL) does not give external entities direct access to its face recognition system. However, DOL will run photos through face recognition for law enforcement “with a court order to determine whether the person has been issued a driver license or ID under a different name.""","Statewide","Face Recognition","","https://whohasyourface.eff.org/resources/","","Electronic Frontier Foundation","","03/19/2020","","","","","","","","","","",""
"AOS006902","Washington","","DC","Washington, D.C. Department of Motor Vehicles","DMV","According to the U.S. Government Accountability Office, Washington D.C.’s Department of Motor Vehicles responds to face recognition requests from FBI FACE Services Unit.","Statewide","Face Recognition","","https://whohasyourface.eff.org/resources/","","Electronic Frontier Foundation","","03/19/2020","https://www.gao.gov/assets/700/699489.pdf","","Government Accountability Office","","06/04/2019","","","","","",""
